District_Code,Area_Name,Total_Rural_Urban,Age_Group,Population_Persons,Population_Males,Population_Females,Main_Workers_Persons,Main_Workers_Males,Main_Workers_Females,Marginal_0_to_6_Persons,Marginal_0_to_6_Males,Marginal_0_to_6_Females,Marginal_Seeking_Persons,Marginal_Seeking_Males,Marginal_Seeking_Females,Non_Workers_Total_Persons,Non_Workers_Total_Males,Non_Workers_Total_Females,Non_Workers_Seeking_Persons,Non_Workers_Seeking_Males,Non_Workers_Seeking_Females
1,Nandurbar,Rural,05-09,150544,76982,73562,1096,592,504,1872,821,1051,206,98,108,147576,75569,72007,734,371,363
1,Nandurbar,Rural,10-14,145323,76223,69100,10006,4899,5107,13914,5861,8053,2624,1267,1357,121403,65463,55940,1607,828,779
1,Nandurbar,Rural,15-19,103968,54363,49605,31533,16829,14704,22874,9187,13687,8562,4102,4460,49561,28347,21214,5594,3442,2152
1,Nandurbar,Rural,20-24,86222,41964,44258,47419,27502,19917,20642,6881,13761,8567,4115,4452,18161,7581,10580,3470,2215,1255
1,Nandurbar,Rural,25-29,81804,39877,41927,54011,33110,20901,17916,5273,12643,7018,3221,3797,9877,1494,8383,1387,579,808
1,Nandurbar,Rural,30-34,77456,37419,40037,54905,33098,21807,15422,3838,11584,5688,2316,3372,7129,483,6646,657,189,468
1,Nandurbar,Rural,35-39,75552,38550,37002,55320,34759,20561,13867,3456,10411,4840,1975,2865,6365,335,6030,530,98,432
1,Nandurbar,Rural,40-49,104282,54284,49998,76595,49326,27269,17966,4337,13629,5332,2107,3225,9721,621,9100,601,110,491
1,Nandurbar,Rural,50-59,61150,30818,30332,40947,26852,14095,10967,2720,8247,2472,1004,1468,9236,1246,7990,434,95,339
1,Nandurbar,Rural,60-69,55284,24480,30804,25033,16473,8560,8905,2809,6096,1242,549,693,21346,5198,16148,564,160,404
1,Nandurbar,Rural,70-79,19973,9185,10788,5280,3995,1285,2132,996,1136,212,123,89,12561,4194,8367,183,63,120
1,Nandurbar,Rural,80+,5411,2369,3042,983,691,292,301,135,166,43,23,20,4127,1543,2584,21,7,14
1,Nandurbar,Urban,05-09,22695,11836,10859,101,69,32,31,17,14,4,3,1,22563,11750,10813,121,62,59
1,Nandurbar,Urban,10-14,26296,14010,12286,527,353,174,218,124,94,50,29,21,25551,13533,12018,321,200,121
1,Nandurbar,Urban,15-19,22870,12174,10696,2829,2336,493,632,398,234,234,156,78,19409,9440,9969,1341,947,394
1,Nandurbar,Urban,20-24,19302,10364,8938,6125,5502,623,790,510,280,321,249,72,12387,4352,8035,1896,1375,521
1,Nandurbar,Urban,25-29,16256,7901,8355,7324,6440,884,651,328,323,253,164,89,8281,1133,7148,883,548,335
1,Nandurbar,Urban,30-34,14912,7523,7389,8077,6969,1108,574,233,341,230,130,100,6261,321,5940,315,160,155
1,Nandurbar,Urban,35-39,14473,7216,7257,8040,6847,1193,529,189,340,195,106,89,5904,180,5724,165,72,93
1,Nandurbar,Urban,40-49,20939,11366,9573,12469,10787,1682,686,296,390,189,105,84,7784,283,7501,148,35,113
1,Nandurbar,Urban,50-59,11160,6010,5150,6010,5248,762,350,148,202,82,43,39,4800,614,4186,76,29,47
1,Nandurbar,Urban,60-69,9114,4008,5106,2533,2065,468,277,129,148,40,18,22,6304,1814,4490,58,20,38
1,Nandurbar,Urban,70-79,4015,1855,2160,724,617,107,71,39,32,13,5,8,3220,1199,2021,21,9,12
1,Nandurbar,Urban,80+,1186,485,701,138,123,15,11,2,9,1,0,1,1037,360,677,2,0,2
2,Dhule,Rural,05-09,147017,76025,70992,911,532,379,1115,517,598,115,62,53,144991,74976,70015,816,424,392
2,Dhule,Rural,10-14,157151,82897,74254,7812,4268,3544,9290,4177,5113,1377,693,684,140049,74452,65597,1606,884,722
2,Dhule,Rural,15-19,123918,69548,54370,31976,20165,11811,19537,8928,10609,6316,3977,2339,72405,40455,31950,9159,6330,2829
2,Dhule,Rural,20-24,106072,57651,48421,55576,36315,19261,21789,8540,13249,8289,5330,2959,28707,12796,15911,7026,5071,1955
2,Dhule,Rural,25-29,90517,44827,45690,58108,37432,20676,17949,5081,12868,5901,3126,2775,14460,2314,12146,2572,1219,1353
2,Dhule,Rural,30-34,85612,41541,44071,59285,37164,22121,15923,3691,12232,4643,2155,2488,10404,686,9718,1116,348,768
2,Dhule,Rural,35-39,87809,43097,44712,62180,39335,22845,15797,3274,12523,4292,1799,2493,9832,488,9344,795,176,619
2,Dhule,Rural,40-49,127872,67309,60563,91798,61766,30032,21382,4706,16676,5124,2102,3022,14692,837,13855,875,166,709
2,Dhule,Rural,50-59,74929,38088,36841,48765,33295,15470,12685,2992,9693,2053,867,1186,13479,1801,11678,528,139,389
2,Dhule,Rural,60-69,82212,34686,47526,33294,22332,10962,12737,3796,8941,1417,546,871,36181,8558,27623,783,170,613
2,Dhule,Rural,70-79,34142,15867,18275,7366,5851,1515,2728,1354,1374,220,117,103,24048,8662,15386,319,92,227
2,Dhule,Rural,80+,8756,3702,5054,1002,756,246,412,205,207,42,20,22,7342,2741,4601,33,18,15
2,Dhule,Urban,05-09,48874,25684,23190,126,104,22,37,19,18,7,5,2,48711,25561,23150,207,107,100
2,Dhule,Urban,10-14,55536,29452,26084,837,702,135,336,204,132,108,76,32,54363,28546,25817,657,444,213
2,Dhule,Urban,15-19,50278,27335,22943,5924,5370,554,1548,1065,483,622,507,115,42806,20900,21906,4520,3115,1405
2,Dhule,Urban,20-24,44321,24241,20080,13280,12174,1106,2117,1444,673,986,811,175,28924,10623,18301,5608,3785,1823
2,Dhule,Urban,25-29,35583,17292,18291,15735,13975,1760,1849,969,880,784,543,241,17999,2348,15651,2329,1146,1183
2,Dhule,Urban,30-34,32433,16414,16019,17305,15118,2187,1648,678,970,603,385,218,13480,618,12862,991,296,695
2,Dhule,Urban,35-39,31032,15526,15506,16990,14604,2386,1587,575,1012,549,301,248,12455,347,12108,600,114,486
2,Dhule,Urban,40-49,44571,24016,20555,25981,22518,3463,1905,785,1120,607,340,267,16685,713,15972,524,120,404
2,Dhule,Urban,50-59,25410,13677,11733,12819,11300,1519,863,400,463,223,134,89,11728,1977,9751,274,113,161
2,Dhule,Urban,60-69,21339,9153,12186,4544,3680,864,838,348,490,159,69,90,15957,5125,10832,149,72,77
2,Dhule,Urban,70-79,9468,4432,5036,1250,1072,178,233,124,109,36,25,11,7985,3236,4749,45,21,24
2,Dhule,Urban,80+,2839,1207,1632,225,184,41,37,26,11,5,4,1,2577,997,1580,14,8,6
3,Jalgaon,Rural,05-09,293263,153938,139325,1533,860,673,915,410,505,104,50,54,290815,152668,138147,1277,669,608
3,Jalgaon,Rural,10-14,326744,173850,152894,14141,7593,6548,9355,4068,5287,1646,867,779,303248,162189,141059,3077,1799,1278
3,Jalgaon,Rural,15-19,269722,151842,117880,73053,44961,28092,29767,13981,15786,10286,6478,3808,166902,92900,74002,20913,15073,5840
3,Jalgaon,Rural,20-24,227246,124181,103065,126986,80476,46510,34391,14185,20206,13489,8647,4842,65869,29520,36349,15267,11412,3855
3,Jalgaon,Rural,25-29,191845,95096,96749,132062,80583,51479,28169,8746,19423,9798,5184,4614,31614,5767,25847,5390,3044,2346
3,Jalgaon,Rural,30-34,179633,87509,92124,133550,79419,54131,24675,6477,18198,7711,3577,4134,21408,1613,19795,2118,714,1404
3,Jalgaon,Rural,35-39,181072,89516,91556,137189,82427,54762,24053,5980,18073,6953,3025,3928,19830,1109,18721,1469,322,1147
3,Jalgaon,Rural,40-49,265170,141947,123223,202211,130834,71377,32349,8827,23522,7984,3656,4328,30610,2286,28324,1746,366,1380
3,Jalgaon,Rural,50-59,154111,78212,75899,104699,68259,36440,18986,5181,13805,3487,1448,2039,30426,4772,25654,1090,313,777
3,Jalgaon,Rural,60-69,178479,74772,103707,75971,46854,29117,20365,6540,13825,2455,975,1480,82143,21378,60765,1942,454,1488
3,Jalgaon,Rural,70-79,73693,34710,38983,16819,12816,4003,4912,2498,2414,472,266,206,51962,19396,32566,711,208,503
3,Jalgaon,Rural,80+,20352,8884,11468,2675,1922,753,681,353,328,89,48,41,16996,6609,10387,82,28,54
3,Jalgaon,Urban,05-09,108937,57302,51635,259,187,72,92,51,41,18,11,7,108586,57064,51522,603,344,259
3,Jalgaon,Urban,10-14,126580,66709,59871,1536,1225,311,691,457,234,169,127,42,124353,65027,59326,1458,911,547
3,Jalgaon,Urban,15-19,113835,61625,52210,12338,10883,1455,3708,2660,1048,1396,1187,209,97789,48082,49707,8939,6415,2524
3,Jalgaon,Urban,20-24,101337,54081,47256,28866,25993,2873,5483,3947,1536,2448,2090,358,66988,24141,42847,11255,7816,3439
3,Jalgaon,Urban,25-29,87054,43069,43985,37687,33282,4405,4955,3069,1886,2023,1631,392,44412,6718,37694,5638,3224,2414
3,Jalgaon,Urban,30-34,79352,40140,39212,41402,35926,5476,4511,2362,2149,1579,1117,462,33439,1852,31587,2346,898,1448
3,Jalgaon,Urban,35-39,76575,38150,38425,41331,35069,6262,4465,2108,2357,1424,953,471,30779,973,29806,1510,361,1149
3,Jalgaon,Urban,40-49,112084,61379,50705,65697,57079,8618,5719,2679,3040,1687,1068,619,40668,1621,39047,1409,368,1041
3,Jalgaon,Urban,50-59,64383,34555,29828,33111,28952,4159,2712,1401,1311,658,417,241,28560,4202,24358,591,241,350
3,Jalgaon,Urban,60-69,54007,24389,29618,12236,9897,2339,2073,1001,1072,375,195,180,39698,13491,26207,611,214,397
3,Jalgaon,Urban,70-79,23863,11433,12430,3351,2912,439,599,374,225,101,67,34,19913,8147,11766,169,71,98
3,Jalgaon,Urban,80+,7577,3418,4159,672,586,86,96,71,25,13,8,5,6809,2761,4048,30,14,16
4,Buldana,Rural,05-09,199130,102913,96217,774,408,366,729,325,404,39,15,24,197627,102180,95447,525,267,258
4,Buldana,Rural,10-14,229449,119295,110154,11362,5006,6356,8252,3461,4791,902,406,496,209835,110828,99007,1545,840,705
4,Buldana,Rural,15-19,179170,98524,80646,65053,35993,29060,16250,7342,8908,4188,2654,1534,97867,55189,42678,6759,4702,2057
4,Buldana,Rural,20-24,143654,77769,65885,97737,57397,40340,13155,5767,7388,4857,3522,1335,32762,14605,18157,5620,4305,1315
4,Buldana,Rural,25-29,124315,61139,63176,98010,55179,42831,9707,3010,6697,3060,1811,1249,16598,2950,13648,2137,1327,810
4,Buldana,Rural,30-34,118117,57839,60278,99080,54967,44113,7912,1921,5991,2154,1072,1082,11125,951,10174,763,296,467
4,Buldana,Rural,35-39,116478,57801,58677,99757,55367,44390,7208,1700,5508,1897,915,982,9513,734,8779,466,127,339
4,Buldana,Rural,40-49,171125,90466,80659,146583,86439,60144,10225,2498,7727,2055,943,1112,14317,1529,12788,562,164,398
4,Buldana,Rural,50-59,105313,53397,51916,82260,48714,33546,7354,1819,5535,991,414,577,15699,2864,12835,320,89,231
4,Buldana,Rural,60-69,118235,52223,66012,62888,36915,25973,9430,3070,6360,831,341,490,45917,12238,33679,493,123,370
4,Buldana,Rural,70-79,50504,25401,25103,14124,10659,3465,2797,1508,1289,225,123,102,33583,13234,20349,175,70,105
4,Buldana,Rural,80+,14079,6395,7684,1843,1354,489,374,200,174,30,15,15,11862,4841,7021,27,6,21
4,Buldana,Urban,05-09,51939,27212,24727,77,59,18,21,13,8,1,1,0,51841,27140,24701,138,82,56
4,Buldana,Urban,10-14,60636,31838,28798,738,589,149,335,223,112,73,59,14,59563,31026,28537,578,400,178
4,Buldana,Urban,15-19,51317,27825,23492,6650,5666,984,1696,1189,507,695,554,141,42971,20970,22001,3271,2246,1025
4,Buldana,Urban,20-24,42596,22451,20145,13599,11893,1706,2090,1371,719,902,738,164,26907,9187,17720,4277,3008,1269
4,Buldana,Urban,25-29,37587,18479,19108,17305,14855,2450,1857,971,886,706,526,180,18425,2653,15772,2134,1308,826
4,Buldana,Urban,30-34,34429,17464,16965,19075,16039,3036,1664,710,954,558,378,180,13690,715,12975,791,356,435
4,Buldana,Urban,35-39,32803,16152,16651,18682,15236,3446,1634,544,1090,516,288,228,12487,372,12115,472,154,318
4,Buldana,Urban,40-49,47987,26009,21978,29138,24483,4655,2108,798,1310,520,322,198,16741,728,16013,444,115,329
4,Buldana,Urban,50-59,28388,15017,13371,14990,12705,2285,1128,452,676,182,91,91,12270,1860,10410,185,59,126
4,Buldana,Urban,60-69,24190,10838,13352,6566,5117,1449,981,452,529,146,67,79,16643,5269,11374,117,49,68
4,Buldana,Urban,70-79,10678,5086,5592,1788,1564,224,242,149,93,19,10,9,8648,3373,5275,44,23,21
4,Buldana,Urban,80+,3409,1418,1991,252,219,33,30,22,8,1,1,0,3127,1177,1950,8,5,3
5,Akola,Rural,05-09,105954,54679,51275,280,174,106,205,89,116,7,6,1,105469,54416,51053,309,170,139
5,Akola,Rural,10-14,126167,65518,60649,3399,1785,1614,2691,1279,1412,280,167,113,120077,62454,57623,907,545,362
5,Akola,Rural,15-19,103607,55637,47970,27013,17250,9763,7756,3973,3783,2365,1582,783,68838,34414,34424,5075,3186,1889
5,Akola,Rural,20-24,84052,47059,36993,47342,31785,15557,7829,3914,3915,3176,2364,812,28881,11360,17521,4856,3316,1540
5,Akola,Rural,25-29,76422,38294,38128,52828,33405,19423,6456,2266,4190,2152,1340,812,17138,2623,14515,2101,1110,991
5,Akola,Rural,30-34,69967,34841,35126,53759,32864,20895,5215,1339,3876,1388,731,657,10993,638,10355,733,244,489
5,Akola,Rural,35-39,69481,34660,34821,54831,33094,21737,4796,1160,3636,1208,571,637,9854,406,9448,429,98,331
5,Akola,Rural,40-49,99469,53869,45600,79609,51548,28061,6301,1495,4806,1232,620,612,13559,826,12733,386,86,300
5,Akola,Rural,50-59,58600,29903,28697,43143,27506,15637,4060,980,3080,610,273,337,11397,1417,9980,202,36,166
5,Akola,Rural,60-69,67513,30182,37331,36538,22525,14013,4912,1531,3381,409,181,228,26063,6126,19937,249,66,183
5,Akola,Rural,70-79,27856,14632,13224,9175,7194,1981,1369,744,625,89,56,33,17312,6694,10618,99,38,61
5,Akola,Rural,80+,7596,3566,4030,1289,984,305,190,114,76,12,9,3,6117,2468,3649,24,14,10
5,Akola,Urban,05-09,64923,33595,31328,121,97,24,32,19,13,5,5,0,64770,33479,31291,222,112,110
5,Akola,Urban,10-14,77349,40328,37021,1297,1089,208,409,298,111,105,81,24,75643,38941,36702,928,661,267
5,Akola,Urban,15-19,67158,35429,31729,8911,8051,860,1700,1350,350,760,653,107,56547,26028,30519,4496,3066,1430
5,Akola,Urban,20-24,59283,31541,27742,17904,16178,1726,2335,1820,515,1255,1105,150,39044,13543,25501,6147,4087,2060
5,Akola,Urban,25-29,51942,25591,26351,22983,20067,2916,1993,1316,677,946,759,187,26966,4208,22758,3261,1904,1357
5,Akola,Urban,30-34,46963,23843,23120,25707,21854,3853,1755,942,813,775,570,205,19501,1047,18454,1241,508,733
5,Akola,Urban,35-39,44753,22400,22353,25515,21102,4413,1623,738,885,644,413,231,17615,560,17055,746,212,534
5,Akola,Urban,40-49,65404,35600,29804,39454,33493,5961,2043,991,1052,749,491,258,23907,1116,22791,623,195,428
5,Akola,Urban,50-59,38456,20333,18123,19996,16994,3002,1080,551,529,301,196,105,17380,2788,14592,248,108,140
5,Akola,Urban,60-69,31482,14516,16966,8144,6595,1549,876,427,449,185,104,81,22462,7494,14968,163,65,98
5,Akola,Urban,70-79,13867,6776,7091,2250,1964,286,264,176,88,43,27,16,11353,4636,6717,51,31,20
5,Akola,Urban,80+,4728,2070,2658,395,337,58,43,29,14,4,3,1,4290,1704,2586,14,6,8
6,Washim,Rural,05-09,96389,49881,46508,333,187,146,268,128,140,24,8,16,95788,49566,46222,312,175,137
6,Washim,Rural,10-14,109712,57850,51862,4395,1931,2464,3009,1220,1789,511,246,265,102308,54699,47609,954,573,381
6,Washim,Rural,15-19,82142,45570,36572,24633,13824,10809,8012,3433,4579,2432,1399,1033,49497,28313,21184,4292,3055,1237
6,Washim,Rural,20-24,68249,36698,31551,41504,24698,16806,8376,3375,5001,3056,1940,1116,18369,8625,9744,3293,2518,775
6,Washim,Rural,25-29,63262,31205,32057,46450,27061,19389,7036,2101,4935,2385,1222,1163,9776,2043,7733,1457,920,537
6,Washim,Rural,30-34,58865,29211,29654,46943,27218,19725,5974,1471,4503,1908,856,1052,5948,522,5426,513,212,301
6,Washim,Rural,35-39,55575,28142,27433,45532,26596,18936,5259,1239,4020,1620,684,936,4784,307,4477,276,69,207
6,Washim,Rural,40-49,78541,41793,36748,64379,39543,24836,6833,1602,5231,1625,663,962,7329,648,6681,271,65,206
6,Washim,Rural,50-59,48501,24201,24300,36152,21982,14170,4506,994,3512,791,294,497,7843,1225,6618,152,20,132
6,Washim,Rural,60-69,55561,24551,31010,28806,17687,11119,5193,1558,3635,658,262,396,21562,5306,16256,228,70,158
6,Washim,Rural,70-79,23373,11827,11546,6876,5337,1539,1417,745,672,155,84,71,15080,5745,9335,109,41,68
6,Washim,Rural,80+,7116,3292,3824,1108,821,287,222,127,95,14,7,7,5786,2344,3442,16,9,7
6,Washim,Urban,05-09,20196,10534,9662,56,45,11,8,4,4,0,0,0,20132,10485,9647,66,35,31
6,Washim,Urban,10-14,23622,12553,11069,416,335,81,97,67,30,29,26,3,23109,12151,10958,327,244,83
6,Washim,Urban,15-19,19119,10258,8861,2698,2303,395,389,269,120,157,135,22,16032,7686,8346,1332,975,357
6,Washim,Urban,20-24,15933,8570,7363,5093,4424,669,494,306,188,222,174,48,10346,3840,6506,1676,1244,432
6,Washim,Urban,25-29,14010,6886,7124,6348,5437,911,514,269,245,218,150,68,7148,1180,5968,903,610,293
6,Washim,Urban,30-34,13004,6560,6444,7147,6068,1079,434,176,258,160,107,53,5423,316,5107,326,175,151
6,Washim,Urban,35-39,12355,6279,6076,7156,5956,1200,456,183,273,146,103,43,4743,140,4603,150,54,96
6,Washim,Urban,40-49,17155,9399,7756,10561,8958,1603,536,222,314,171,112,59,6058,219,5839,137,55,82
6,Washim,Urban,50-59,9929,5218,4711,5427,4570,857,281,125,156,74,42,32,4221,523,3698,41,17,24
6,Washim,Urban,60-69,9055,4019,5036,2656,2141,515,267,117,150,60,31,29,6132,1761,4371,46,20,26
6,Washim,Urban,70-79,4105,1959,2146,759,657,102,65,37,28,11,7,4,3281,1265,2016,16,6,10
6,Washim,Urban,80+,1367,579,788,108,98,10,15,10,5,3,2,1,1244,471,773,4,2,2
7,Amravati,Rural,05-09,177251,91030,86221,1192,652,540,1276,641,635,76,43,33,174783,89737,85046,956,507,449
7,Amravati,Rural,10-14,206612,106309,100303,6077,3495,2582,10634,5111,5523,1441,693,748,189901,97703,92198,2257,1235,1022
7,Amravati,Rural,15-19,169434,87614,81820,38152,25002,13150,22936,11524,11412,8323,4860,3463,108346,51088,57258,14090,7962,6128
7,Amravati,Rural,20-24,145824,79493,66331,69885,50123,19762,23421,11438,11983,10853,6990,3863,52518,17932,34586,12568,7059,5509
7,Amravati,Rural,25-29,133701,67829,65872,82627,55452,27175,19789,7229,12560,8384,4528,3856,31285,5148,26137,6159,2699,3460
7,Amravati,Rural,30-34,122449,61819,60630,87803,55739,32064,16457,4614,11843,6186,2842,3344,18189,1466,16723,2322,647,1675
7,Amravati,Rural,35-39,117008,59089,57919,88077,54575,33502,14538,3657,10881,4927,2090,2837,14393,857,13536,1388,263,1125
7,Amravati,Rural,40-49,168800,91874,76926,129112,85399,43713,19136,5008,14128,5333,2407,2926,20552,1467,19085,1228,244,984
7,Amravati,Rural,50-59,104529,54084,50445,72930,48281,24649,12453,3185,9268,2463,978,1485,19146,2618,16528,714,148,566
7,Amravati,Rural,60-69,116416,53446,62970,59345,38606,20739,13931,4575,9356,1787,794,993,43140,10265,32875,1243,303,940
7,Amravati,Rural,70-79,52666,28865,23801,16606,13632,2974,4263,2501,1762,387,236,151,31797,12732,19065,482,167,315
7,Amravati,Rural,80+,15568,7784,7784,2779,2123,656,723,422,301,78,47,31,12066,5239,6827,84,40,44
7,Amravati,Urban,05-09,85669,44351,41318,240,173,67,94,53,41,9,8,1,85335,44125,41210,310,169,141
7,Amravati,Urban,10-14,106218,54942,51276,1296,1080,216,642,425,217,123,105,18,104280,53437,50843,1134,748,386
7,Amravati,Urban,15-19,96689,50153,46536,10789,9551,1238,3091,2293,798,1224,1023,201,82809,38309,44500,7256,4673,2583
7,Amravati,Urban,20-24,88897,46991,41906,23819,21370,2449,4180,3106,1074,2051,1766,285,60898,22515,38383,11636,7238,4398
7,Amravati,Urban,25-29,77239,38576,38663,32829,28554,4275,3950,2577,1373,1832,1514,318,40460,7445,33015,6524,3590,2934
7,Amravati,Urban,30-34,69187,35375,33812,37590,31608,5982,3513,1895,1618,1522,1114,408,28084,1872,26212,2363,974,1389
7,Amravati,Urban,35-39,65043,32908,32135,37459,30711,6748,3204,1346,1858,1221,746,475,24380,851,23529,1262,318,944
7,Amravati,Urban,40-49,95719,52050,43669,58267,48922,9345,4034,1768,2266,1292,782,510,33418,1360,32058,1012,238,774
7,Amravati,Urban,50-59,58598,31528,27070,31510,26749,4761,2126,992,1134,495,326,169,24962,3787,21175,442,161,281
7,Amravati,Urban,60-69,46811,22363,24448,13038,10567,2471,1820,926,894,298,182,116,31953,10870,21083,278,139,139
7,Amravati,Urban,70-79,22024,11198,10826,3996,3517,479,602,393,209,84,54,30,17426,7288,10138,101,62,39
7,Amravati,Urban,80+,7247,3365,3882,754,665,89,99,69,30,18,13,5,6394,2631,3763,36,16,20
8,Wardha,Rural,05-09,86607,44566,42041,274,160,114,180,96,84,13,9,4,86153,44310,41843,328,170,158
8,Wardha,Rural,10-14,100795,51394,49401,1846,1089,757,2460,1198,1262,341,191,150,96489,49107,47382,914,500,414
8,Wardha,Rural,15-19,92263,47829,44434,15992,10728,5264,12500,6573,5927,4740,3115,1625,63771,30528,33243,9520,5595,3925
8,Wardha,Rural,20-24,80684,44064,36620,33597,23837,9760,15043,7782,7261,7085,5115,1970,32044,12445,19599,8870,5511,3359
8,Wardha,Rural,25-29,75011,38075,36936,43946,29415,14531,13763,5129,8634,5703,3343,2360,17302,3531,13771,4003,2104,1899
8,Wardha,Rural,30-34,67943,35168,32775,47698,30934,16764,11384,3304,8080,4132,2018,2114,8861,930,7931,1279,464,815
8,Wardha,Rural,35-39,64206,32342,31864,47254,29213,18041,10483,2662,7821,3391,1523,1868,6469,467,6002,612,170,442
8,Wardha,Rural,40-49,95254,51730,43524,72061,47312,24749,13908,3590,10318,3749,1663,2086,9285,828,8457,648,158,490
8,Wardha,Rural,50-59,59290,30726,28564,41533,27132,14401,9008,2167,6841,1754,711,1043,8749,1427,7322,367,115,252
8,Wardha,Rural,60-69,65859,29912,35947,32455,20537,11918,10473,3129,7344,1237,487,750,22931,6246,16685,444,138,306
8,Wardha,Rural,70-79,30867,17057,13810,9043,7357,1686,3222,1856,1366,282,183,99,18602,7844,10758,228,99,129
8,Wardha,Rural,80+,8545,4333,4212,1129,915,214,402,245,157,39,23,16,7014,3173,3841,37,17,20
8,Wardha,Urban,05-09,27785,14481,13304,34,25,9,19,14,5,2,1,1,27732,14442,13290,98,44,54
8,Wardha,Urban,10-14,34757,17863,16894,182,160,22,179,114,65,56,37,19,34396,17589,16807,340,210,130
8,Wardha,Urban,15-19,34778,17952,16826,2267,2017,250,1301,963,338,564,465,99,31210,14972,16238,3497,2195,1302
8,Wardha,Urban,20-24,32527,17013,15514,6430,5794,636,2161,1706,455,1276,1129,147,23936,9513,14423,5880,3701,2179
8,Wardha,Urban,25-29,29300,14901,14399,10870,9664,1206,2419,1651,768,1280,1015,265,16011,3586,12425,3485,1991,1494
8,Wardha,Urban,30-34,26030,13584,12446,13197,11413,1784,2255,1233,1022,1155,802,353,10578,938,9640,1335,584,751
8,Wardha,Urban,35-39,24072,12151,11921,12914,10845,2069,2067,938,1129,942,560,382,9091,368,8723,646,180,466
8,Wardha,Urban,40-49,36679,19860,16819,21215,18148,3067,2674,1151,1523,1073,629,444,12790,561,12229,552,144,408
8,Wardha,Urban,50-59,22849,12508,10341,11860,10370,1490,1512,645,867,419,218,201,9477,1493,7984,205,75,130
8,Wardha,Urban,60-69,18129,8360,9769,3862,3160,702,1155,549,606,218,109,109,13112,4651,8461,122,53,69
8,Wardha,Urban,70-79,9016,4489,4527,1250,1088,162,349,232,117,61,40,21,7417,3169,4248,42,18,24
8,Wardha,Urban,80+,2737,1304,1433,186,163,23,44,31,13,13,7,6,2507,1110,1397,7,4,3
9,Nagpur,Rural,05-09,147424,75182,72242,575,316,259,948,474,474,54,30,24,145901,74392,71509,680,359,321
9,Nagpur,Rural,10-14,168637,86230,82407,3841,2172,1669,8164,3914,4250,1067,548,519,156632,80144,76488,1761,1018,743
9,Nagpur,Rural,15-19,147393,76055,71338,29679,18559,11120,23623,11669,11954,9451,5774,3677,94091,45827,48264,13122,8026,5096
9,Nagpur,Rural,20-24,131370,71582,59788,59578,40824,18754,25999,13366,12633,13477,9415,4062,45793,17392,28401,13393,8557,4836
9,Nagpur,Rural,25-29,122850,64594,58256,75566,50250,25316,22151,9283,12868,10515,6460,4055,25133,5061,20072,6028,3175,2853
9,Nagpur,Rural,30-34,109449,57045,52404,78209,49692,28517,17808,6061,11747,7797,3987,3810,13432,1292,12140,1985,696,1289
9,Nagpur,Rural,35-39,101135,52458,48677,75746,46953,28793,15540,4890,10650,6380,3102,3278,9849,615,9234,997,235,762
9,Nagpur,Rural,40-49,146327,78590,67737,112271,71053,41218,20559,6304,14255,6720,3287,3433,13497,1233,12264,1078,238,840
9,Nagpur,Rural,50-59,91006,46863,44143,65447,41022,24425,13105,3535,9570,2684,1210,1474,12454,2306,10148,490,192,298
9,Nagpur,Rural,60-69,90589,40963,49626,44655,27529,17126,14163,4493,9670,1766,703,1063,31771,8941,22830,579,184,395
9,Nagpur,Rural,70-79,41005,22028,18977,11862,9418,2444,4423,2530,1893,440,286,154,24720,10080,14640,251,119,132
9,Nagpur,Rural,80+,11898,5801,6097,1694,1277,417,619,394,225,67,43,24,9585,4130,5455,50,23,27
9,Nagpur,Urban,05-09,243213,125687,117526,712,445,267,179,114,65,27,21,6,242322,125128,117194,1193,673,520
