District_Code,Area_Name,Total_Rural_Urban,Age_Group,Population_Persons,Population_Males,Population_Females,Main_Workers_Persons,Main_Workers_Males,Main_Workers_Females,Marginal_0_to_6_Persons,Marginal_0_to_6_Males,Marginal_0_to_6_Females,Marginal_Seeking_Persons,Marginal_Seeking_Males,Marginal_Seeking_Females,Non_Workers_Total_Persons,Non_Workers_Total_Males,Non_Workers_Total_Females,Non_Workers_Seeking_Persons,Non_Workers_Seeking_Males,Non_Workers_Seeking_Females
9,Nagpur,Urban,10-14,290318,150371,139947,2805,2155,650,1112,727,385,268,209,59,286401,147489,138912,3456,2119,1337
9,Nagpur,Urban,15-19,268968,140962,128006,23868,20918,2950,8098,6257,1841,3746,3189,557,237002,113787,123215,27402,17196,10206
9,Nagpur,Urban,20-24,269477,140101,129376,65437,58044,7393,14061,10973,3088,7902,6750,1152,189979,71084,118895,45269,27733,17536
9,Nagpur,Urban,25-29,247457,124881,122576,103776,90224,13552,14158,9885,4273,7589,6055,1534,129523,24772,104751,25961,13571,12390
9,Nagpur,Urban,30-34,217990,113998,103992,118045,99646,18399,12873,7723,5150,6430,4730,1700,87072,6629,80443,10175,3828,6347
9,Nagpur,Urban,35-39,195805,100587,95218,112458,91713,20745,11393,5976,5417,5268,3547,1721,71954,2898,69056,5320,1301,4019
9,Nagpur,Urban,40-49,285334,154064,131270,171576,142156,29420,13615,7123,6492,5217,3495,1722,100143,4785,95358,4514,1198,3316
9,Nagpur,Urban,50-59,170110,92621,77489,90218,76849,13369,6562,3447,3115,1764,1162,602,73330,12325,61005,1659,692,967
9,Nagpur,Urban,60-69,120566,55682,64884,25021,19743,5278,4406,2217,2189,789,446,343,91139,33722,57417,998,518,480
9,Nagpur,Urban,70-79,55498,27430,28068,6840,5747,1093,1216,804,412,170,117,53,47442,20879,26563,396,203,193
9,Nagpur,Urban,80+,18493,8553,9940,1642,1363,279,232,146,86,38,20,18,16619,7044,9575,91,38,53
10,Bhandara,Rural,05-09,94465,48219,46246,162,112,50,174,78,96,24,12,12,94129,48029,46100,239,133,106
10,Bhandara,Rural,10-14,108692,55121,53571,846,583,263,1766,872,894,330,173,157,106080,53666,52414,689,392,297
10,Bhandara,Rural,15-19,99151,50341,48810,13375,8345,5030,16981,7943,9038,6910,3922,2988,68795,34053,34742,7076,4248,2828
10,Bhandara,Rural,20-24,83523,44187,39336,31701,19767,11934,24730,10977,13753,12592,7351,5241,27092,13443,13649,8532,5744,2788
10,Bhandara,Rural,25-29,75638,39061,36577,40963,26086,14877,21921,8690,13231,11137,5971,5166,12754,4285,8469,4106,2532,1574
10,Bhandara,Rural,30-34,69794,35565,34229,44750,27772,16978,18736,6706,12030,9176,4606,4570,6308,1087,5221,1256,605,651
10,Bhandara,Rural,35-39,69012,33770,35242,46252,27715,18537,17961,5552,12409,8270,3745,4525,4799,503,4296,605,209,396
10,Bhandara,Rural,40-49,108381,55457,52924,73555,45812,27743,26894,8693,18201,9845,4727,5118,7932,952,6980,578,172,406
10,Bhandara,Rural,50-59,70746,35279,35467,42520,27563,14957,17318,5532,11786,4172,2020,2152,10908,2184,8724,337,119,218
10,Bhandara,Rural,60-69,59785,26030,33755,20817,13379,7438,13001,4829,8172,1843,852,991,25967,7822,18145,250,87,163
10,Bhandara,Rural,70-79,21751,10257,11494,3852,3045,807,2515,1407,1108,273,167,106,15384,5805,9579,78,42,36
10,Bhandara,Rural,80+,4960,2324,2636,485,381,104,251,155,96,37,25,12,4224,1788,2436,13,7,6
10,Bhandara,Urban,05-09,15839,8180,7659,25,19,6,6,4,2,0,0,0,15808,8157,7651,68,31,37
10,Bhandara,Urban,10-14,20341,10591,9750,80,60,20,58,35,23,14,8,6,20203,10496,9707,215,132,83
10,Bhandara,Urban,15-19,19054,9742,9312,1019,812,207,593,391,202,233,172,61,17442,8539,8903,1779,1123,656
10,Bhandara,Urban,20-24,17714,9144,8570,3065,2556,509,1285,804,481,617,444,173,13364,5784,7580,3906,2501,1405
10,Bhandara,Urban,25-29,15401,7791,7610,5397,4439,958,1469,830,639,720,513,207,8535,2522,6013,2391,1517,874
10,Bhandara,Urban,30-34,13663,7043,6620,7193,5754,1439,1274,633,641,554,380,174,5196,656,4540,784,433,351
10,Bhandara,Urban,35-39,12783,6262,6521,7274,5568,1706,1224,460,764,479,260,219,4285,234,4051,304,106,198
10,Bhandara,Urban,40-49,20142,10561,9581,12162,9594,2568,1683,633,1050,543,318,225,6297,334,5963,250,95,155
10,Bhandara,Urban,50-59,13184,7130,6054,7375,5945,1430,864,323,541,185,91,94,4945,862,4083,93,41,52
10,Bhandara,Urban,60-69,8636,3877,4759,1985,1387,598,548,231,317,70,36,34,6103,2259,3844,32,18,14
10,Bhandara,Urban,70-79,3665,1586,2079,470,376,94,121,66,55,13,7,6,3074,1144,1930,16,6,10
10,Bhandara,Urban,80+,1023,408,615,66,52,14,17,10,7,4,2,2,940,346,594,3,2,1
11,Gondiya,Rural,05-09,111009,56288,54721,143,89,54,198,102,96,21,16,5,110668,56097,54571,189,98,91
11,Gondiya,Rural,10-14,125022,62915,62107,937,537,400,2685,1105,1580,403,182,221,121400,61273,60127,766,418,348
11,Gondiya,Rural,15-19,106389,52795,53594,15155,8475,6680,20925,8889,12036,8064,4164,3900,70309,35431,34878,8095,4669,3426
11,Gondiya,Rural,20-24,87811,44796,43015,35482,21339,14143,27705,11322,16383,13435,7493,5942,24624,12135,12489,7695,5076,2619
11,Gondiya,Rural,25-29,81503,40570,40933,45591,28505,17086,24649,8813,15836,11392,5864,5528,11263,3252,8011,3189,1929,1260
11,Gondiya,Rural,30-34,79103,38801,40302,50413,30923,19490,22282,7030,15252,10038,4660,5378,6408,848,5560,1222,460,762
11,Gondiya,Rural,35-39,77173,38249,38924,51876,31577,20299,20515,6194,14321,8916,4083,4833,4782,478,4304,574,163,411
11,Gondiya,Rural,40-49,117211,59716,57495,79811,50192,29619,29167,8614,20553,10156,4757,5399,8233,910,7323,619,165,454
11,Gondiya,Rural,50-59,77698,37953,39745,46049,30056,15993,19080,5806,13274,4300,2084,2216,12569,2091,10478,387,108,279
11,Gondiya,Rural,60-69,60901,27228,33673,21599,14841,6758,12464,5032,7432,1693,880,813,26838,7355,19483,387,147,240
11,Gondiya,Rural,70-79,20882,9621,11261,3748,2981,767,2364,1381,983,264,184,80,14770,5259,9511,109,43,66
11,Gondiya,Rural,80+,5083,2267,2816,516,398,118,270,168,102,35,18,17,4297,1701,2596,19,10,9
11,Gondiya,Urban,05-09,13009,6723,6286,15,11,4,3,2,1,1,1,0,12991,6710,6281,66,33,33
11,Gondiya,Urban,10-14,15504,8043,7461,95,64,31,52,27,25,6,3,3,15357,7952,7405,235,140,95
11,Gondiya,Urban,15-19,15231,7796,7435,1113,847,266,472,288,184,146,112,34,13646,6661,6985,1312,836,476
11,Gondiya,Urban,20-24,14666,7584,7082,3387,2743,644,805,486,319,310,272,38,10474,4355,6119,2479,1663,816
11,Gondiya,Urban,25-29,12644,6438,6206,5150,4236,914,747,404,343,283,233,50,6747,1798,4949,1542,1025,517
11,Gondiya,Urban,30-34,11413,5877,5536,6136,5005,1131,721,359,362,226,173,53,4556,513,4043,584,334,250
11,Gondiya,Urban,35-39,10426,5218,5208,6141,4732,1409,645,258,387,177,126,51,3640,228,3412,237,135,102
11,Gondiya,Urban,40-49,16428,8394,8034,9973,7720,2253,937,377,560,153,114,39,5518,297,5221,179,75,104
11,Gondiya,Urban,50-59,10787,5530,5257,5913,4698,1215,566,213,353,70,46,24,4308,619,3689,71,42,29
11,Gondiya,Urban,60-69,7468,3354,4114,2020,1473,547,319,149,170,34,20,14,5129,1732,3397,43,24,19
11,Gondiya,Urban,70-79,2961,1304,1657,439,347,92,77,38,39,8,6,2,2445,919,1526,18,8,10
11,Gondiya,Urban,80+,888,366,522,83,75,8,13,5,8,1,0,1,792,286,506,4,2,2
12,Gadchiroli,Rural,05-09,107606,54767,52839,489,224,265,1842,830,1012,163,75,88,105275,53713,51562,355,189,166
12,Gadchiroli,Rural,10-14,109488,56260,53228,4092,2016,2076,9683,4316,5367,1461,657,804,95713,49928,45785,1099,550,549
12,Gadchiroli,Rural,15-19,86871,45108,41763,18896,10310,8586,21489,9575,11914,9593,4583,5010,46486,25223,21263,7848,4627,3221
12,Gadchiroli,Rural,20-24,72739,35812,36927,34010,19795,14215,21974,8633,13341,12285,6244,6041,16755,7384,9371,5462,3382,2080
12,Gadchiroli,Rural,25-29,75513,36982,38531,45698,28486,17212,20253,6726,13527,10782,4866,5916,9562,1770,7792,2350,1011,1339
12,Gadchiroli,Rural,30-34,69016,34601,34415,46689,29089,17600,16968,5086,11882,8987,3721,5266,5359,426,4933,836,228,608
12,Gadchiroli,Rural,35-39,66013,33694,32319,46089,28795,17294,15546,4657,10889,7986,3364,4622,4378,242,4136,547,89,458
12,Gadchiroli,Rural,40-49,90928,48574,42354,64700,41805,22895,20057,6239,13818,8553,3714,4839,6171,530,5641,574,107,467
12,Gadchiroli,Rural,50-59,55162,27868,27294,34912,22853,12059,12466,3764,8702,3664,1575,2089,7784,1251,6533,505,98,407
12,Gadchiroli,Rural,60-69,43487,19571,23916,17346,11768,5578,9243,3480,5763,1612,735,877,16898,4323,12575,412,92,320
12,Gadchiroli,Rural,70-79,15975,7633,8342,3489,2766,723,2239,1252,987,268,175,93,10247,3615,6632,140,53,87
12,Gadchiroli,Rural,80+,4215,1969,2246,585,474,111,366,182,184,41,16,25,3264,1313,1951,17,5,12
12,Gadchiroli,Urban,05-09,6967,3555,3412,16,13,3,11,8,3,1,0,1,6940,3534,3406,19,12,7
12,Gadchiroli,Urban,10-14,7733,3916,3817,49,31,18,92,58,34,11,5,6,7592,3827,3765,69,37,32
12,Gadchiroli,Urban,15-19,7337,3796,3541,545,426,119,660,388,272,346,206,140,6132,2982,3150,762,449,313
12,Gadchiroli,Urban,20-24,6603,3376,3227,1512,1218,294,928,512,416,584,371,213,4163,1646,2517,1118,719,399
12,Gadchiroli,Urban,25-29,6106,2982,3124,2498,2054,444,913,420,493,552,309,243,2695,508,2187,509,306,203
12,Gadchiroli,Urban,30-34,5858,2983,2875,3166,2554,612,865,322,543,522,259,263,1827,107,1720,177,62,115
12,Gadchiroli,Urban,35-39,5219,2686,2533,2979,2387,592,803,268,535,496,220,276,1437,31,1406,91,11,80
12,Gadchiroli,Urban,40-49,7136,4020,3116,4316,3548,768,1074,413,661,593,303,290,1746,59,1687,74,18,56
12,Gadchiroli,Urban,50-59,3796,2070,1726,1971,1647,324,589,221,368,284,124,160,1236,202,1034,35,9,26
12,Gadchiroli,Urban,60-69,2687,1136,1551,657,468,189,371,152,219,103,52,51,1659,516,1143,34,14,20
12,Gadchiroli,Urban,70-79,1091,496,595,177,146,31,81,50,31,24,12,12,833,300,533,12,8,4
12,Gadchiroli,Urban,80+,322,131,191,30,22,8,12,6,6,3,1,2,280,103,177,5,1,4
13,Chandrapur,Rural,05-09,143867,73269,70598,425,224,201,499,235,264,30,9,21,142943,72810,70133,607,307,300
13,Chandrapur,Rural,10-14,164836,83750,81086,3105,1781,1324,4899,2090,2809,899,425,474,156832,79879,76953,1603,860,743
13,Chandrapur,Rural,15-19,137719,71362,66357,24497,14603,9894,25373,11246,14127,10415,5564,4851,87849,45513,42336,12113,7705,4408
13,Chandrapur,Rural,20-24,120866,64159,56707,53032,32980,20052,33280,14761,18519,17355,10095,7260,34554,16418,18136,10493,7287,3206
13,Chandrapur,Rural,25-29,118878,60510,58368,70244,44516,25728,30855,11374,19481,15565,7882,7683,17779,4620,13159,4443,2593,1850
13,Chandrapur,Rural,30-34,106656,54790,51866,71873,45471,26402,25252,8144,17108,12462,5576,6886,9531,1175,8356,1497,593,904
13,Chandrapur,Rural,35-39,101428,51371,50057,71153,43885,27268,23238,6934,16304,11182,4641,6541,7037,552,6485,821,185,636
13,Chandrapur,Rural,40-49,147235,77737,69498,105240,66885,38355,31991,9750,22241,13182,5800,7382,10004,1102,8902,806,194,612
13,Chandrapur,Rural,50-59,94070,47329,46741,60970,38846,22124,20853,6113,14740,6095,2540,3555,12247,2370,9877,628,212,416
13,Chandrapur,Rural,60-69,88543,39628,48915,38520,24593,13927,18042,6026,12016,3300,1314,1986,31981,9009,22972,811,217,594
13,Chandrapur,Rural,70-79,35754,18040,17714,9089,7114,1975,4388,2327,2061,592,328,264,22277,8599,13678,287,114,173
13,Chandrapur,Rural,80+,9579,4649,4930,1268,988,280,676,365,311,107,46,61,7635,3296,4339,34,10,24
13,Chandrapur,Urban,05-09,65485,33952,31533,114,73,41,43,21,22,4,3,1,65328,33858,31470,229,127,102
13,Chandrapur,Urban,10-14,78123,40093,38030,471,349,122,291,177,114,80,60,20,77361,39567,37794,752,471,281
13,Chandrapur,Urban,15-19,72436,37562,34874,4498,3829,669,2079,1552,527,897,739,158,65859,32181,33678,6984,4652,2332
13,Chandrapur,Urban,20-24,67612,35667,31945,13813,12186,1627,4488,3391,1097,2549,2165,384,49311,20090,29221,11170,7691,3479
13,Chandrapur,Urban,25-29,62210,31053,31157,24047,21048,2999,5164,3368,1796,2809,2206,603,32999,6637,26362,6039,3644,2395
13,Chandrapur,Urban,30-34,54037,27974,26063,28083,24140,3943,4215,2403,1812,2153,1572,581,21739,1431,20308,2189,845,1344
13,Chandrapur,Urban,35-39,51337,26428,24909,28344,24083,4261,3739,1778,1961,1655,1092,563,19254,567,18687,1195,262,933
13,Chandrapur,Urban,40-49,74174,40896,33278,43984,37976,6008,4228,2009,2219,1518,1015,503,25962,911,25051,890,184,706
13,Chandrapur,Urban,50-59,41015,23769,17246,23005,20211,2794,2156,1021,1135,575,360,215,15854,2537,13317,415,162,253
13,Chandrapur,Urban,60-69,25325,11476,13849,5254,4095,1159,1410,691,719,259,136,123,18661,6690,11971,288,146,142
13,Chandrapur,Urban,70-79,10851,4991,5860,1334,1091,243,373,216,157,49,30,19,9144,3684,5460,83,37,46
13,Chandrapur,Urban,80+,3480,1511,1969,275,246,29,70,44,26,7,4,3,3135,1221,1914,17,6,11
14,Yavatmal,Rural,05-09,227934,117388,110546,744,434,310,551,255,296,49,23,26,226639,116699,109940,702,364,338
14,Yavatmal,Rural,10-14,249033,129469,119564,11082,5598,5484,7622,3204,4418,1473,735,738,230329,120667,109662,2236,1288,948
14,Yavatmal,Rural,15-19,201946,109354,92592,60540,36714,23826,23624,11320,12304,8992,5465,3527,117782,61320,56462,13579,8552,5027
14,Yavatmal,Rural,20-24,169422,91654,77768,94596,60122,34474,24654,11264,13390,11100,7375,3725,50172,20268,29904,11856,8114,3742
14,Yavatmal,Rural,25-29,157364,78749,78615,108820,66371,42449,20670,6949,13721,8471,4593,3878,27874,5429,22445,4964,2767,2197
14,Yavatmal,Rural,30-34,143706,72199,71507,111188,66160,45028,16552,4684,11868,6478,2957,3521,15966,1355,14611,1510,560,950
14,Yavatmal,Rural,35-39,135712,68788,66924,108032,64153,43879,15018,3850,11168,5423,2320,3103,12662,785,11877,809,194,615
14,Yavatmal,Rural,40-49,191558,102046,89512,153811,95566,58245,19569,4947,14622,5712,2467,3245,18178,1533,16645,937,220,717
14,Yavatmal,Rural,50-59,117315,58983,58332,85989,53227,32762,12864,3014,9850,2760,1021,1739,18462,2742,15720,564,160,404
14,Yavatmal,Rural,60-69,125229,56227,69002,64928,40426,24502,13874,4479,9395,1976,783,1193,46427,11322,35105,672,192,480
14,Yavatmal,Rural,70-79,50162,25602,24560,15273,11923,3350,3831,2094,1737,417,252,165,31058,11585,19473,289,109,180
14,Yavatmal,Rural,80+,15022,7027,7995,2632,1953,679,595,317,278,52,28,24,11795,4757,7038,61,26,35
14,Yavatmal,Urban,05-09,45342,23428,21914,66,50,16,26,17,9,4,1,3,45250,23361,21889,128,77,51
14,Yavatmal,Urban,10-14,54248,28431,25817,684,534,150,195,131,64,59,44,15,53369,27766,25603,464,320,144
14,Yavatmal,Urban,15-19,49144,25674,23470,5303,4611,692,1057,785,272,444,369,75,42784,20278,22506,3294,2286,1008
14,Yavatmal,Urban,20-24,44587,23115,21472,12365,10847,1518,1501,1121,380,738,629,109,30721,11147,19574,5437,3743,1694
14,Yavatmal,Urban,25-29,40206,20125,20081,18010,15469,2541,1560,1007,553,768,588,180,20636,3649,16987,2872,1874,998
14,Yavatmal,Urban,30-34,35902,18458,17444,20355,16959,3396,1273,616,657,534,366,168,14274,883,13391,892,484,408
14,Yavatmal,Urban,35-39,33143,16948,16195,19678,16091,3587,1183,467,716,491,281,210,12282,390,11892,414,151,263
14,Yavatmal,Urban,40-49,48540,25998,22542,29838,24762,5076,1492,632,860,539,322,217,17210,604,16606,319,85,234
14,Yavatmal,Urban,50-59,28568,15601,12967,15889,13478,2411,830,358,472,253,139,114,11849,1765,10084,151,69,82
14,Yavatmal,Urban,60-69,21969,9931,12038,6213,4883,1330,597,273,324,114,64,50,15159,4775,10384,103,41,62
14,Yavatmal,Urban,70-79,9634,4600,5034,1826,1570,256,161,105,56,23,13,10,7647,2925,4722,50,22,28
14,Yavatmal,Urban,80+,3245,1415,1830,391,335,56,35,22,13,5,4,1,2819,1058,1761,15,10,5
15,Nanded,Rural,05-09,294763,151298,143465,2628,1468,1160,1756,830,926,188,99,89,290379,149000,141379,1803,915,888
15,Nanded,Rural,10-14,299722,157449,142273,17740,10319,7421,13102,5564,7538,2174,1148,1026,268880,141566,127314,3626,1982,1644
15,Nanded,Rural,15-19,203089,117194,85895,56419,36088,20331,25332,11346,13986,8179,4982,3197,121338,69760,51578,17210,11861,5349
15,Nanded,Rural,20-24,166763,87904,78859,91576,54718,36858,29356,10264,19092,10970,6162,4808,45831,22922,22909,11633,8823,2810
15,Nanded,Rural,25-29,159525,77048,82477,106664,63523,43141,28247,7777,20470,9519,4640,4879,24614,5748,18866,4733,2826,1907
15,Nanded,Rural,30-34,151308,74806,76502,109971,66721,43250,24989,6426,18563,8305,3751,4554,16348,1659,14689,1923,770,1153
15,Nanded,Rural,35-39,138301,70000,68301,103152,63938,39214,21565,5180,16385,6715,2881,3834,13584,882,12702,1235,298,937
15,Nanded,Rural,40-49,186711,100741,85970,141562,92556,49006,27046,6809,20237,7633,3320,4313,18103,1376,16727,1195,244,951
15,Nanded,Rural,50-59,111707,55451,56256,77071,49373,27698,17105,3866,13239,3745,1497,2248,17531,2212,15319,831,221,610
15,Nanded,Rural,60-69,138720,60450,78270,66040,42412,23628,19952,6185,13767,3352,1461,1891,52728,11853,40875,1730,457,1273
15,Nanded,Rural,70-79,57510,28597,28913,16278,12852,3426,4853,2605,2248,647,413,234,36379,13140,23239,856,307,549
15,Nanded,Rural,80+,22981,9730,13251,3834,2744,1090,1233,583,650,148,76,72,17914,6403,11511,102,48,54
15,Nanded,Urban,05-09,88096,45509,42587,349,227,122,165,86,79,16,8,8,87582,45196,42386,843,464,379
15,Nanded,Urban,10-14,92571,48773,43798,2004,1588,416,830,485,345,169,129,40,89737,46700,43037,2063,1264,799
15,Nanded,Urban,15-19,76082,41577,34505,8497,7442,1055,2276,1571,705,890,718,172,65309,32564,32745,9270,6056,3214
15,Nanded,Urban,20-24,62526,33128,29398,16699,14398,2301,2999,1915,1084,1334,1060,274,42828,16815,26013,9608,6606,3002
15,Nanded,Urban,25-29,55901,27534,28367,23942,20401,3541,3196,1696,1500,1237,889,348,28763,5437,23326,4754,2826,1928
15,Nanded,Urban,30-34,49145,25519,23626,26656,22666,3990,2883,1386,1497,1123,739,384,19606,1467,18139,1882,755,1127
15,Nanded,Urban,35-39,45548,23228,22320,25317,21344,3973,2665,1192,1473,915,592,323,17566,692,16874,1226,292,934
15,Nanded,Urban,40-49,61804,33992,27812,36763,31471,5292,3177,1496,1681,919,606,313,21864,1025,20839,1008,224,784
15,Nanded,Urban,50-59,34641,18451,16190,18351,15674,2677,1631,714,917,355,186,169,14659,2063,12596,427,141,286
15,Nanded,Urban,60-69,30665,13356,17309,8050,6494,1556,1523,733,790,294,151,143,21092,6129,14963,466,161,305
15,Nanded,Urban,70-79,12931,6248,6683,2230,1966,264,374,233,141,58,38,20,10327,4049,6278,161,66,95
15,Nanded,Urban,80+,5278,2234,3044,571,480,91,79,53,26,11,7,4,4628,1701,2927,40,16,24
16,Hingoli,Rural,05-09,106533,54701,51832,565,296,269,657,306,351,43,23,20,105311,54099,51212,415,210,205
16,Hingoli,Rural,10-14,112584,59880,52704,9133,4375,4758,4796,2103,2693,686,334,352,98655,53402,45253,1042,616,426
16,Hingoli,Rural,15-19,73998,42182,31816,30829,17113,13716,6462,2899,3563,1983,1144,839,36707,22170,14537,3305,2434,871
16,Hingoli,Rural,20-24,62960,32343,30617,45283,24559,20724,5413,2061,3352,2081,1259,822,12264,5723,6541,2295,1758,537
16,Hingoli,Rural,25-29,61056,29253,31803,49655,26595,23060,4606,1276,3330,1610,814,796,6795,1382,5413,1044,625,419
16,Hingoli,Rural,30-34,58320,28924,29396,49968,27533,22435,3859,944,2915,1395,578,817,4493,447,4046,441,191,250
16,Hingoli,Rural,35-39,52941,26865,26076,45979,25842,20137,3380,731,2649,1067,404,663,3582,292,3290,267,73,194
16,Hingoli,Rural,40-49,72409,38478,33931,62930,36974,25956,4457,1049,3408,1282,529,753,5022,455,4567,245,72,173
16,Hingoli,Rural,50-59,43098,21347,21751,34956,19947,15009,2998,630,2368,638,244,394,5144,770,4374,144,44,100
16,Hingoli,Rural,60-69,55752,23875,31877,33006,18580,14426,4501,1213,3288,632,235,397,18245,4082,14163,348,95,253
16,Hingoli,Rural,70-79,25524,12757,12767,8949,6644,2305,1512,740,772,148,79,69,15063,5373,9690,159,56,103
16,Hingoli,Rural,80+,10041,4304,5737,1611,1186,425,348,193,155,34,22,12,8082,2925,5157,23,5,18
16,Hingoli,Urban,05-09,20022,10295,9727,57,33,24,9,6,3,2,0,2,19956,10256,9700,123,68,55
16,Hingoli,Urban,10-14,21724,11426,10298,603,424,179,159,114,45,51,41,10,20962,10888,10074,375,232,143
16,Hingoli,Urban,15-19,16015,9001,7014,2156,1853,303,483,384,99,213,180,33,13376,6764,6612,1329,895,434
16,Hingoli,Urban,20-24,12544,6561,5983,3982,3352,630,546,389,157,258,219,39,8016,2820,5196,1360,908,452
16,Hingoli,Urban,25-29,11871,5669,6202,5328,4410,918,554,315,239,234,167,67,5989,944,5045,776,431,345
16,Hingoli,Urban,30-34,11057,5624,5433,6138,5110,1028,529,269,260,232,151,81,4390,245,4145,283,126,157
16,Hingoli,Urban,35-39,10305,5199,5106,5793,4833,960,522,239,283,204,137,67,3990,127,3863,182,49,133
16,Hingoli,Urban,40-49,13775,7714,6061,8480,7222,1258,593,308,285,227,140,87,4702,184,4518,172,47,125
16,Hingoli,Urban,50-59,7288,3841,3447,4034,3375,659,294,135,159,78,51,27,2960,331,2629,77,34,43
16,Hingoli,Urban,60-69,7711,3130,4581,2380,1841,539,339,151,188,90,46,44,4992,1138,3854,99,18,81
16,Hingoli,Urban,70-79,3375,1661,1714,716,637,79,89,59,30,19,12,7,2570,965,1605,23,14,9
16,Hingoli,Urban,80+,1239,514,725,112,105,7,15,10,5,2,1,1,1112,399,713,6,2,4
17,Parbhani,Rural,05-09,136775,70255,66520,618,360,258,409,165,244,32,17,15,135748,69730,66018,546,311,235
17,Parbhani,Rural,10-14,141542,75140,66402,10019,5671,4348,5249,1919,3330,844,407,437,126274,67550,58724,1574,861,713
17,Parbhani,Rural,15-19,90321,51291,39030,35621,21797,13824,9543,3364,6179,2446,1388,1058,45157,26130,19027,3771,2535,1236
17,Parbhani,Rural,20-24,72858,37794,35064,49013,28340,20673,8981,2373,6608,2391,1335,1056,14864,7081,7783,2613,1911,702
17,Parbhani,Rural,25-29,70450,33279,37171,54169,30338,23831,8343,1388,6955,1950,807,1143,7938,1553,6385,1076,596,480
17,Parbhani,Rural,30-34,71568,34446,37122,58286,32796,25490,7695,1094,6601,1721,624,1097,5587,556,5031,461,157,304
17,Parbhani,Rural,35-39,67319,34012,33307,55918,32757,23161,6761,922,5839,1486,501,985,4640,333,4307,288,70,218
17,Parbhani,Rural,40-49,92726,49203,43523,77014,47198,29816,8893,1286,7607,1766,653,1113,6819,719,6100,317,80,237
17,Parbhani,Rural,50-59,56112,27325,28787,42566,25324,17242,6182,857,5325,900,262,638,7364,1144,6220,174,42,132
17,Parbhani,Rural,60-69,78770,33871,44899,43136,25444,17692,8207,1926,6281,912,323,589,27427,6501,20926,303,66,237
17,Parbhani,Rural,70-79,32290,16261,16029,10124,7811,2313,2147,1036,1111,213,136,77,20019,7414,12605,148,59,89
17,Parbhani,Rural,80+,11280,4457,6823,1517,1090,427,387,175,212,34,18,16,9376,3192,6184,43,18,25
17,Parbhani,Urban,05-09,62665,32800,29865,162,123,39,64,37,27,10,7,3,62439,32640,29799,496,266,230
17,Parbhani,Urban,10-14,67584,35882,31702,1330,1098,232,457,315,142,138,103,35,65797,34469,31328,1450,862,588
17,Parbhani,Urban,15-19,51193,27968,23225,6344,5576,768,1270,918,352,540,429,111,43579,21474,22105,5058,3150,1908
17,Parbhani,Urban,20-24,40062,21045,19017,11251,9690,1561,1558,1025,533,708,586,122,27253,10330,16923,5422,3501,1921
17,Parbhani,Urban,25-29,35907,17476,18431,15608,13278,2330,1627,887,740,707,508,199,18672,3311,15361,2958,1600,1358
17,Parbhani,Urban,30-34,34047,16826,17221,18043,15129,2914,1608,748,860,633,413,220,14396,949,13447,1279,454,825
17,Parbhani,Urban,35-39,32917,16394,16523,18464,15312,3152,1530,644,886,562,345,217,12923,438,12485,810,158,652
17,Parbhani,Urban,40-49,45809,25116,20693,27812,23701,4111,1736,743,993,605,374,231,16261,672,15589,747,159,588
17,Parbhani,Urban,50-59,25110,13237,11873,13615,11481,2134,931,362,569,283,144,139,10564,1394,9170,343,94,249
17,Parbhani,Urban,60-69,23594,10016,13578,6730,5187,1543,911,419,492,213,117,96,15953,4410,11543,257,96,161
17,Parbhani,Urban,70-79,10390,4971,5419,2019,1704,315,271,144,127,61,33,28,8100,3123,4977,80,41,39
17,Parbhani,Urban,80+,3758,1556,2202,340,289,51,51,28,23,7,4,3,3367,1239,2128,23,14,9
18,Jalna,Rural,05-09,166479,86095,80384,924,482,442,398,158,240,48,26,22,165157,85455,79702,776,412,364
18,Jalna,Rural,10-14,180856,96754,84102,10888,5550,5338,6132,2183,3949,1020,466,554,163836,89021,74815,1818,1073,745
18,Jalna,Rural,15-19,119405,67587,51818,43204,25429,17775,13448,5327,8121,3969,2290,1679,62753,36831,25922,6691,4731,1960
18,Jalna,Rural,20-24,94520,49737,44783,62235,36366,25869,12135,4105,8030,3868,2345,1523,20150,9266,10884,3975,2977,998
18,Jalna,Rural,25-29,86932,41215,45717,65405,37118,28287,10630,2399,8231,3070,1435,1635,10897,1698,9199,1452,750,702
