Area_Name,Total_Rural_Urban,Age_Group,Population_Persons,Population_Males,Population_Females,Main_Workers_Persons,Main_Workers_Males,Main_Workers_Females,Marginal_Seeking_Persons,Marginal_Seeking_Males,Marginal_Seeking_Females,Non_Workers_Total_Persons,Non_Workers_Total_Males,Non_Workers_Total_Females,Non_Workers_Seeking_Persons,Non_Workers_Seeking_Males,Non_Workers_Seeking_Females,District_Code,Marginal_0_to_6_Persons,Marginal_0_to_6_Males,Marginal_0_to_6_Females
18,1,1,274209,142118,132091,4033,2892,1141,544,333,211,267828,137924,129904,2585,1531,1054,9,2348,1302,1046
18,1,2,286852,149512,137340,27183,22475,4708,3551,2570,981,252581,122201,130380,22021,13069,8952,9,7088,4836,2252
18,1,3,322843,163093,159750,86725,71999,14726,7624,5530,2094,222261,81488,140773,41412,22051,19361,9,13857,9606,4251
18,1,4,306785,153675,153110,138571,113793,24778,7531,5250,2281,153492,30194,123298,27421,11792,15629,9,14722,9688,5034
18,1,5,275191,140066,135125,152564,122817,29747,5738,3643,2095,110107,9887,100220,12167,3452,8715,9,12520,7362,5158
18,1,6,258568,130065,128503,151529,118040,33489,4936,2935,2001,95195,5566,89629,7297,1378,5919,9,11844,6459,5385
18,1,7,424726,219903,204823,256183,201160,55023,6577,4038,2539,150922,9196,141726,6510,1382,5128,9,17621,9547,8074
18,1,8,265041,141197,123844,145368,119069,26299,2533,1640,893,110729,16917,93812,2574,915,1659,9,8944,5211,3733
18,1,9,167758,81884,85874,41102,31968,9134,1212,685,527,121614,47159,74455,1791,905,886,9,5042,2757,2285
18,1,10,78125,37093,41032,11039,8793,2246,276,162,114,65395,27289,38106,492,238,254,9,1691,1011,680
18,1,11,29789,13360,16429,3264,2598,666,98,62,36,26007,10445,15562,194,70,124,9,518,317,201
4,0,0,77244,39521,37723,688,353,335,87,48,39,75895,38825,37070,587,281,306,10,661,343,318
4,0,1,92538,47152,45386,1405,824,581,430,237,193,89526,45524,44002,1012,501,511,10,1607,804,803
4,0,2,91965,46928,45037,10505,6896,3609,5824,3525,2299,72256,34922,37334,9226,5074,4152,10,9204,5110,4094
4,0,3,91549,47350,44199,34440,20937,13503,16649,9290,7359,33206,14615,18591,11460,6126,5334,10,23903,11798,12105
4,0,4,79871,41761,38110,43063,26718,16345,15033,8030,7003,14302,4724,9578,4976,2443,2533,10,22506,10319,12187
4,0,5,71279,36671,34608,43931,26945,16986,12853,6405,6448,7868,1478,6390,2069,719,1350,10,19480,8248,11232
4,0,6,68585,34987,33598,44652,26974,17678,11399,5398,6001,5842,722,5120,1141,261,880,10,18091,7291,10800
4,0,7,123611,62428,61183,81961,48727,33234,18427,8422,10005,10139,1475,8664,1306,340,966,10,31511,12226,19285
4,0,8,87749,44458,43291,53456,33266,20190,10739,5133,5606,12567,2529,10038,962,264,698,10,21726,8663,13063
4,0,9,65523,28782,36741,25156,15195,9961,5064,2407,2657,26681,7920,18761,970,314,656,10,13686,5667,8019
4,0,10,28939,12979,15960,5750,4038,1712,993,550,443,19700,7073,12627,397,168,229,10,3489,1868,1621
4,0,11,7755,3570,4185,1140,764,376,225,137,88,5950,2424,3526,83,33,50,10,665,382,283
4,1,0,17363,8974,8389,101,57,44,16,8,8,17178,8869,8309,171,82,89,10,84,48,36
4,1,1,21297,10968,10329,215,128,87,47,26,21,20931,10756,10175,398,213,185,10,151,84,67
4,1,2,21755,11225,10530,1112,868,244,446,329,117,19941,9869,10072,2609,1458,1151,10,702,488,214
4,1,3,22835,11337,11498,3935,3096,839,1175,780,395,17108,7123,9985,5084,2725,2359,10,1792,1118,674
4,1,4,21230,10627,10603,7645,6071,1574,1431,897,534,11411,3279,8132,3597,1776,1821,10,2174,1277,897
4,1,5,19372,9601,9771,9243,7201,2042,1407,855,552,7927,1202,6725,1754,658,1096,10,2202,1198,1004
4,1,6,18799,9496,9303,10092,7758,2334,1285,718,567,6542,623,5919,941,247,694,10,2165,1115,1050
4,1,7,31474,16194,15280,18277,13684,4593,1871,1034,837,9833,827,9006,700,184,516,10,3364,1683,1681
4,1,8,20945,10908,10037,10891,8505,2386,872,484,388,8228,1479,6749,317,104,213,10,1826,924,902
4,1,9,13943,6400,7543,2695,1873,822,403,199,204,10239,4041,6198,273,132,141,10,1009,486,523
4,1,10,5961,2749,3212,686,512,174,75,45,30,5025,2102,2923,78,33,45,10,250,135,115
4,1,11,1939,791,1148,196,140,56,22,11,11,1672,613,1059,16,4,12,10,71,38,33
10,0,0,91206,46283,44923,1076,552,524,82,40,42,89489,45396,44093,439,210,229,11,641,335,306
10,0,1,110592,56144,54448,2107,1180,927,441,258,183,106393,53900,52493,846,437,409,11,2092,1064,1028
10,0,2,111323,56010,55313,12067,7635,4432,7611,4472,3139,85071,41017,44054,9305,4850,4455,11,14185,7358,6827
10,0,3,102960,52345,50615,35866,22211,13655,19525,11127,8398,35226,14995,20231,10570,5625,4945,11,31868,15139,16729
10,0,4,87407,45003,42404,44006,27866,16140,16770,9222,7548,15148,4376,10772,4402,2069,2333,11,28253,12761,15492
10,0,5,81282,40787,40495,46745,29307,17438,14378,7073,7305,9242,1296,7946,1971,540,1431,11,25295,10184,15111
10,0,6,80636,40748,39888,48817,30261,18556,13585,6553,7032,7478,851,6627,1247,271,976,11,24341,9636,14705
10,0,7,142111,71045,71066,87222,53605,33617,21462,10308,11154,13001,1446,11555,1592,308,1284,11,41888,15994,25894
10,0,8,98725,49202,49523,56104,36057,20047,11047,5609,5438,15313,2402,12911,997,233,764,11,27308,10743,16565
10,0,9,69269,30888,38381,26124,16857,9267,4499,2426,2073,27436,7154,20282,802,226,576,11,15709,6877,8832
10,0,10,28767,12800,15967,5866,4215,1651,800,481,319,18949,6469,12480,252,87,165,11,3952,2116,1836
10,0,11,7482,3251,4231,1055,696,359,178,98,80,5751,2192,3559,53,20,33,11,676,363,313
10,1,0,17519,8987,8532,273,128,145,13,5,8,17163,8818,8345,130,66,64,11,83,41,42
10,1,1,21071,11042,10029,488,300,188,61,36,25,20390,10636,9754,218,128,90,11,193,106,87
10,1,2,21301,10990,10311,1713,1242,471,442,303,139,18762,9220,9542,1747,974,773,11,826,528,298
10,1,3,22019,10977,11042,5083,3823,1260,970,668,302,15143,6047,9096,3460,1767,1693,11,1793,1107,686
10,1,4,20084,9795,10289,7755,6053,1702,994,680,314,10292,2451,7841,2380,1084,1296,11,2037,1291,746
10,1,5,18974,9488,9486,9331,7349,1982,936,610,326,7626,941,6685,1138,394,744,11,2017,1198,819
10,1,6,18316,9174,9142,9790,7484,2306,839,545,294,6521,528,5993,629,162,467,11,2005,1162,843
10,1,7,30589,15752,14837,17276,13276,4000,1121,661,460,10246,780,9466,568,147,421,11,3067,1696,1371
10,1,8,19796,9929,9867,10082,7886,2196,495,287,208,8053,1162,6891,230,74,156,11,1661,881,780
10,1,9,12953,5977,6976,3349,2480,869,206,132,74,8704,2993,5711,131,68,63,11,900,504,396
10,1,10,5424,2411,3013,809,612,197,35,22,13,4379,1658,2721,25,11,14,11,236,141,95
10,1,11,1695,683,1012,209,161,48,18,14,4,1431,486,945,18,5,13,11,55,36,19
9,0,0,86175,44015,42160,3357,1738,1619,233,123,110,81647,41712,39935,413,213,200,12,1171,565,606
9,0,1,105517,54184,51333,6279,3174,3105,1018,490,528,95381,49227,46154,898,461,437,12,3857,1783,2074
9,0,2,104184,52564,51620,21654,11599,10055,10439,5317,5122,64444,32484,31960,12188,6564,5624,12,18086,8481,9605
9,0,3,91066,46251,44815,39813,22631,17182,18265,9840,8425,23168,10477,12691,7710,4299,3411,12,28085,13143,14942
9,0,4,78747,40377,38370,44228,26822,17406,15144,7759,7385,10936,3030,7906,3264,1462,1802,12,23583,10525,13058
9,0,5,68036,34276,33760,41869,25365,16504,11903,5722,6181,6851,984,5867,1527,425,1102,12,19316,7927,11389
9,0,6,68919,34333,34586,44258,26403,17855,11203,5044,6159,5812,627,5185,1124,238,886,12,18849,7303,11546
9,0,7,116230,59011,57219,76364,46052,30312,17357,7820,9537,8660,945,7715,1252,250,1002,12,31206,12014,19192
9,0,8,72999,37428,35571,46052,28573,17479,9164,4239,4925,8066,1281,6785,870,185,685,12,18881,7574,11307
9,0,9,55245,25160,30085,25358,15340,10018,4771,2256,2515,16480,4224,12256,1044,305,739,12,13407,5596,7811
9,0,10,22990,10947,12043,6825,4656,2169,1130,629,501,12250,4101,8149,380,127,253,12,3915,2190,1725
9,0,11,6905,3220,3685,1450,937,513,213,126,87,4663,1832,2831,45,23,22,12,792,451,341
9,1,0,9444,4998,4446,242,136,106,12,8,4,9164,4842,4322,105,55,50,12,38,20,18
9,1,1,12047,6172,5875,416,222,194,33,20,13,11542,5892,5650,309,139,170,12,89,58,31
9,1,2,12425,6362,6063,903,599,304,303,185,118,11054,5479,5575,1790,979,811,12,468,284,184
9,1,3,11707,5884,5823,2461,1814,647,717,514,203,8128,3352,4776,2655,1437,1218,12,1118,718,400
9,1,4,10588,5194,5394,4097,3141,956,881,584,297,5126,1212,3914,1529,707,822,12,1365,841,524
9,1,5,10113,4905,5208,4862,3693,1169,815,547,268,3846,365,3481,795,207,588,12,1405,847,558
9,1,6,10119,5050,5069,5383,4103,1280,763,471,292,3353,202,3151,469,91,378,12,1383,745,638
9,1,7,16031,8546,7485,9416,7265,2151,1045,634,411,4660,220,4440,377,56,321,12,1955,1061,894
9,1,8,8655,4812,3843,4735,3788,947,421,272,149,2945,482,2463,141,48,93,12,975,542,433
9,1,9,5472,2449,3023,1365,956,409,259,147,112,3456,1148,2308,108,32,76,12,651,345,306
9,1,10,2432,1076,1356,411,292,119,64,30,34,1822,665,1157,21,8,13,12,199,119,80
9,1,11,820,351,469,103,82,21,8,5,3,683,247,436,12,6,6,12,34,22,12
7,0,0,112899,57538,55361,837,418,419,206,107,99,111274,56730,54544,707,350,357,13,788,390,398
7,0,1,134674,69190,65484,2472,1420,1052,807,410,397,129922,66666,63256,1519,805,714,13,2280,1104,1176
7,0,2,138749,71145,67604,22180,13444,8736,11569,6710,4859,99125,48483,50642,15186,8579,6607,13,17444,9218,8226
7,0,3,135461,69948,65513,59749,35394,24355,23273,13022,10251,42845,18592,24253,13539,7583,5956,13,32867,15962,16905
7,0,4,120454,61864,58590,72667,44285,28382,19019,9535,9484,19665,5622,14043,5739,2798,2941,13,28122,11957,16165
7,0,5,109075,56371,52704,73677,45277,28400,16125,7403,8722,11250,1713,9537,2298,773,1525,13,24148,9381,14767
7,0,6,106696,54525,52171,75125,45319,29806,14714,6376,8338,8767,947,7820,1254,302,952,13,22804,8259,14545
7,0,7,179299,92466,86833,128548,77547,51001,22527,9825,12702,13605,1638,11967,1561,360,1201,13,37146,13281,23865
7,0,8,120005,61529,58476,81606,50382,31224,12163,5328,6835,14142,2522,11620,1140,285,855,13,24257,8625,15632
7,0,9,96434,43625,52809,46086,27715,18371,7113,3094,4019,31802,8978,22824,1410,429,981,13,18546,6932,11614
7,0,10,46661,22714,23947,13640,9651,3989,1770,999,771,27091,9913,17178,587,195,392,13,5930,3150,2780
7,0,11,13413,6568,6845,2431,1671,760,339,181,158,9927,4330,5597,107,53,54,13,1055,567,488
7,1,0,58462,30605,27857,340,164,176,62,33,29,57831,30288,27543,395,221,174,13,291,153,138
7,1,1,69638,36659,32979,794,519,275,127,83,44,68379,35879,32500,809,473,336,13,465,261,204
7,1,2,75294,38946,36348,4513,3614,899,1294,932,362,68621,33866,34755,6753,4107,2646,13,2160,1466,694
7,1,3,81863,40850,41013,15659,12841,2818,3156,2320,836,61184,24524,36660,13340,7719,5621,13,5020,3485,1535
7,1,4,72882,36642,36240,27214,22677,4537,3275,2368,907,40010,10165,29845,8569,4540,4029,13,5658,3800,1858
7,1,5,65268,33318,31950,32504,26770,5734,2905,1990,915,27492,3277,24215,3803,1498,2305,13,5272,3271,2001
7,1,6,62906,31061,31845,33396,26752,6644,2554,1577,977,24582,1600,22982,1993,452,1541,13,4928,2709,2219
7,1,7,106646,55092,51554,60123,48928,11195,3358,2023,1335,39260,2264,36996,1723,342,1381,13,7263,3900,3363
7,1,8,67206,37246,29960,37151,31647,5504,1353,840,513,26454,3557,22897,691,217,474,13,3601,2042,1559
7,1,9,37650,18593,19057,8409,6515,1894,640,339,301,27281,11040,16241,538,240,298,13,1960,1038,922
7,1,10,16239,7481,8758,2082,1637,445,164,94,70,13556,5497,8059,166,61,105,13,601,347,254
7,1,11,6111,2633,3478,595,470,125,52,32,20,5364,2067,3297,62,32,30,13,152,96,56
34,0,0,193063,99843,93220,5667,3000,2667,182,89,93,186532,96428,90104,846,461,385,14,864,415,449
34,0,1,232038,120784,111254,12705,6624,6081,1029,555,474,215778,112490,103288,2095,1149,946,14,3555,1670,1885
34,0,2,225069,119778,105291,60600,35497,25103,7871,4840,3031,148823,76046,72777,17659,10833,6826,14,15646,8235,7411
34,0,3,204881,108145,96736,115210,68545,46665,11955,7422,4533,68125,28792,39333,15361,9319,6042,14,21546,10808,10738
34,0,4,183506,94860,88646,130546,78426,52120,9804,5354,4450,34208,8397,25811,6542,3364,3178,14,18752,8037,10715
34,0,5,160470,82073,78397,125148,73811,51337,7459,3706,3753,20056,2483,17573,2445,890,1555,14,15266,5779,9487
34,0,6,153144,77459,75685,123777,71120,52657,6388,3017,3371,15868,1479,14389,1459,376,1083,14,13499,4860,8639
34,0,7,246423,127039,119384,200330,117385,82945,8747,4004,4743,25195,2420,22775,1667,440,1227,14,20898,7234,13664
34,0,8,160610,81236,79374,123944,73545,50399,4764,2137,2627,23029,3173,19856,1050,301,749,14,13637,4518,9119
34,0,9,136718,62710,74008,81526,47524,34002,3355,1578,1777,42961,10537,32424,1195,392,803,14,12231,4649,7582
34,0,10,64415,31067,33348,25055,16847,8208,940,545,395,34864,11855,23009,456,183,273,14,4496,2365,2131
34,0,11,20217,9601,10616,4839,3202,1637,214,118,96,14438,5872,8566,109,51,58,14,940,527,413
34,1,0,49445,26109,23336,1192,649,543,27,13,14,48095,25382,22713,315,169,146,14,158,78,80
34,1,1,58266,30611,27655,1805,1088,717,71,44,27,56204,29373,26831,699,448,251,14,257,150,107
34,1,2,58069,29713,28356,6007,4578,1429,655,520,135,50872,24244,26628,4183,2691,1492,14,1190,891,299
34,1,3,57831,28801,29030,14607,11884,2723,1411,1111,300,40771,15094,25677,7420,4191,3229,14,2453,1823,630
34,1,4,53438,26122,27316,22524,18398,4126,1486,1126,360,28193,5780,22413,4707,2356,2351,14,2721,1944,777
34,1,5,48821,24107,24714,25615,20659,4956,1272,910,362,20595,1770,18825,2042,738,1304,14,2611,1678,933
34,1,6,47965,23979,23986,27429,21630,5799,1145,769,376,18072,857,17215,1216,278,938,14,2464,1492,972
34,1,7,76435,40465,35970,45952,37135,8817,1588,1037,551,26928,1230,25698,992,214,778,14,3555,2100,1455
34,1,8,47240,24947,22293,25357,20935,4422,718,487,231,19938,2757,17181,470,139,331,14,1945,1255,690
34,1,9,33953,16067,17886,9424,7124,2300,458,291,167,23288,8221,15067,299,109,190,14,1241,722,519
34,1,10,15300,7213,8087,2695,2039,656,130,84,46,12187,4904,7283,134,59,75,14,418,270,148
34,1,11,5360,2372,2988,653,514,139,18,11,7,4637,1816,2821,39,15,24,14,70,42,28
19,0,0,254011,131821,122190,2950,1536,1414,197,117,80,249896,129713,120183,1270,668,602,15,1165,572,593
19,0,1,275026,143665,131361,12424,7038,5386,1196,634,562,258205,134521,123684,2846,1560,1286,15,4397,2106,2291
19,0,2,258696,143316,115380,74652,46984,27668,7047,4309,2738,168571,88619,79952,16828,10118,6710,15,15473,7713,7760
19,0,3,232966,124982,107984,138646,83791,54855,9853,5391,4462,73634,32779,40855,14030,8921,5109,15,20686,8412,12274
19,0,4,199572,101757,97815,144684,87367,57317,8079,3954,4125,36881,8090,28791,5568,2790,2778,15,18007,6300,11707
19,0,5,175955,88808,87147,135415,81091,54324,6517,2980,3537,25300,2843,22457,2317,718,1599,15,15240,4874,10366
19,0,6,162044,81532,80512,127653,75485,52168,5709,2489,3220,20595,1798,18797,1565,368,1197,15,13796,4249,9547
19,0,7,241035,124283,116752,191395,115848,75547,7750,3240,4510,30083,2562,27521,1731,365,1366,15,19557,5873,13684
19,0,8,155591,76152,79439,115288,68999,46289,4279,1795,2484,27450,3348,24102,1164,270,894,15,12853,3805,9048
19,0,9,155671,71977,83694,88005,54529,33476,3459,1564,1895,55380,12998,42382,1632,406,1226,15,12286,4450,7836
19,0,10,66181,31174,35007,23133,16389,6744,803,474,329,39337,12874,26463,570,191,379,15,3711,1911,1800
19,0,11,26810,11397,15413,5299,3580,1719,185,90,95,20531,7344,13187,110,50,60,15,980,473,507
19,1,0,92194,48645,43549,870,485,385,259,163,96,90456,47657,42799,721,384,337,15,868,503,365
19,1,1,99750,52422,47328,2606,1839,767,496,300,196,95668,49727,45941,1520,882,638,15,1476,856,620
19,1,2,98348,51344,47004,12563,10193,2370,1856,1365,491,82024,38581,43443,8034,4916,3118,15,3761,2570,1191
19,1,3,95806,49495,46311,26712,21868,4844,2843,2131,712,63612,23850,39762,11097,6565,4532,15,5482,3777,1705
19,1,4,82544,41890,40654,36064,29402,6662,2659,1924,735,41160,8957,32203,6308,3294,3014,15,5320,3531,1789
19,1,5,70273,35741,34532,36945,29746,7199,2148,1519,629,28685,3022,25663,2511,984,1527,15,4643,2973,1670
19,1,6,64892,33449,31443,36357,29098,7259,1933,1293,640,24323,1793,22530,1542,433,1109,15,4212,2558,1654
19,1,7,94936,50353,44583,54928,44465,10463,2375,1593,782,34324,2435,31889,1427,346,1081,15,5684,3453,2231
19,1,8,59010,31081,27929,30676,25157,5519,1097,674,423,25247,4115,21132,714,196,518,15,3087,1809,1278
19,1,9,45611,21313,24298,12956,10036,2920,718,442,276,30570,10065,20505,661,310,351,15,2085,1212,873
19,1,10,19073,8967,10106,3454,2792,662,223,149,74,14948,5764,9184,184,89,95,15,671,411,260
19,1,11,7880,3233,4647,936,738,198,73,48,25,6748,2374,4374,59,28,31,15,196,121,75
11,0,0,104199,54456,49743,3105,1642,1463,77,42,35,100635,52591,48044,476,261,215,16,459,223,236
11,0,1,110513,57773,52740,6817,3568,3249,464,242,222,102057,53458,48599,950,537,413,16,1639,747,892
11,0,2,100086,56802,43284,31768,19004,12764,2313,1410,903,62958,35123,27835,5872,3759,2113,16,5360,2675,2685
11,0,3,90710,48613,42097,58094,32782,25312,3226,1798,1428,25390,12777,12613,4724,3312,1412,16,7226,3054,4172
11,0,4,79261,39956,39305,60940,34742,26198,2536,1223,1313,12149,2932,9217,1647,955,692,16,6172,2282,3890
11,0,5,71474,35610,35864,57723,32748,24975,2042,874,1168,8499,1096,7403,705,265,440,16,5252,1766,3486
11,0,6,67208,33643,33565,55346,31266,24080,1811,768,1043,7032,775,6257,448,123,325,16,4830,1602,3228
11,0,7,99564,51545,48019,82519,48195,34324,2165,940,1225,10211,1153,9058,550,172,378,16,6834,2197,4637
11,0,8,66437,32041,34396,51482,29103,22379,1321,499,822,10240,1521,8719,329,82,247,16,4715,1417,3298
11,0,9,67415,31216,36199,41379,24242,17137,1034,477,557,21631,5379,16252,527,170,357,16,4405,1595,2810
11,0,10,29937,14301,15636,11572,7843,3729,282,158,124,16864,5721,11143,185,75,110,16,1501,737,764
11,0,11,11833,5253,6580,2517,1590,927,68,38,30,8907,3449,5458,44,20,24,16,409,214,195
11,1,0,18832,9865,8967,609,340,269,10,4,6,18121,9472,8649,84,55,29,16,102,53,49
11,1,1,20991,11146,9845,990,650,340,49,38,11,19791,10355,9436,196,129,67,16,210,141,69
11,1,2,19862,10487,9375,3183,2556,627,258,203,55,16102,7486,8616,1194,772,422,16,577,445,132
11,1,3,17602,9115,8487,5417,4524,893,393,304,89,11332,3961,7371,1561,946,615,16,853,630,223
11,1,4,14828,7508,7320,6667,5558,1109,314,228,86,7368,1379,5989,861,452,409,16,793,571,222
11,1,5,13107,6320,6787,6591,5436,1155,254,172,82,5814,401,5413,288,119,169,16,702,483,219
11,1,6,12479,6367,6112,6931,5673,1258,242,143,99,4891,278,4613,175,49,126,16,657,416,241
11,1,7,18073,9671,8402,10429,8658,1771,321,214,107,6684,381,6303,191,47,144,16,960,632,328
11,1,8,10957,5642,5315,5680,4721,959,158,87,71,4750,603,4147,99,31,68,16,527,318,209
11,1,9,9484,4223,5261,2963,2270,693,119,63,56,6144,1726,4418,89,29,60,16,377,227,150
11,1,10,4115,1877,2238,919,725,194,30,18,12,3090,1081,2009,28,13,15,16,106,71,35
11,1,11,1650,703,947,219,167,52,9,7,2,1398,511,887,11,8,3,16,33,25,8
23,0,0,130305,68157,62148,1276,681,595,50,23,27,128362,67132,61230,689,356,333,17,667,344,323
23,0,1,137830,72135,65695,5859,3259,2600,339,196,143,129973,67939,62034,1296,680,616,17,1998,937,1061
23,0,2,128900,72598,56302,42519,25961,16558,2066,1318,748,80590,43890,36700,6476,4159,2317,17,5791,2747,3044
23,0,3,115666,61933,53733,76694,44030,32664,2513,1446,1067,32454,15304,17150,5441,3613,1828,17,6518,2599,3919
23,0,4,98375,50336,48039,78567,45607,32960,1828,891,937,14548,3113,11435,1654,845,809,17,5260,1616,3644
23,0,5,88263,43844,44419,73554,41416,32138,1432,604,828,10138,1181,8957,719,217,502,17,4571,1247,3324
23,0,6,83237,41224,42013,70778,39449,31329,1224,514,710,8428,725,7703,462,98,364,17,4031,1050,2981
23,0,7,127337,65504,61833,108225,62619,45606,1767,741,1026,12979,1290,11689,585,121,464,17,6133,1595,4538
23,0,8,82109,40198,41911,64815,37147,27668,1031,438,593,13073,1925,11148,426,107,319,17,4221,1126,3095
23,0,9,90088,40943,49145,55531,32146,23385,969,400,569,30009,7332,22677,538,138,400,17,4548,1465,3083
23,0,10,39137,18851,20286,15076,10235,4841,257,132,125,22546,7891,14655,215,89,126,17,1515,725,790
23,0,11,15508,6779,8729,3530,2270,1260,75,47,28,11530,4284,7246,66,39,27,17,448,225,223
23,1,0,58621,30534,28087,691,377,314,100,59,41,57547,29953,27594,483,248,235,17,383,204,179
23,1,1,62529,32376,30153,1868,1315,553,289,184,105,59837,30582,29255,1030,613,417,17,824,479,345
23,1,2,60491,31985,28506,8719,7175,1544,1067,785,282,49592,23278,26314,4872,3046,1826,17,2180,1532,648
23,1,3,57921,29653,28268,16687,13702,2985,1377,1021,356,38386,14035,24351,5943,3515,2428,17,2848,1916,932
23,1,4,48627,24537,24090,21365,17490,3875,1146,783,363,24576,5342,19234,3275,1758,1517,17,2686,1705,981
23,1,5,40925,20503,20422,21349,17190,4159,999,635,364,17168,1878,15290,1368,550,818,17,2408,1435,973
23,1,6,38275,19416,18859,21306,17077,4229,851,491,360,14799,1135,13664,811,250,561,17,2170,1204,966
23,1,7,58449,30339,28110,33379,26928,6451,1129,667,462,21931,1640,20291,683,163,520,17,3139,1771,1368
23,1,8,37685,19355,18330,19346,15817,3529,535,308,227,16551,2543,14008,434,111,323,17,1788,995,793
23,1,9,31102,14190,16912,9127,6813,2314,401,220,181,20559,6601,13958,413,197,216,17,1416,776,640
23,1,10,12679,5863,6816,2461,2002,459,92,64,28,9816,3599,6217,112,54,58,17,402,262,140
23,1,11,5147,2148,2999,708,545,163,30,21,9,4326,1533,2793,45,22,23,17,113,70,43
13,0,0,165243,86972,78271,2249,1197,1052,100,51,49,161924,85234,76690,765,389,376,18,1070,541,529
13,0,1,167862,88936,78926,7119,3807,3312,514,238,276,157348,83531,73817,1428,820,608,18,3395,1598,1797
13,0,2,152907,86551,66356,48058,27992,20066,3284,2078,1206,95653,53958,41695,7519,5166,2353,18,9196,4601,4595
13,0,3,145973,77493,68480,98051,55085,42966,4037,2467,1570,37865,18089,19776,5765,4073,1692,18,10057,4319,5738
13,0,4,125616,64268,61348,100055,57527,42528,2801,1486,1315,17605,3913,13692,1946,1067,879,18,7956,2828,5128
13,0,5,108550,55300,53250,90200,51540,38660,2247,1064,1183,11764,1550,10214,770,268,502,18,6586,2210,4376
